CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;SOM;;-1,04454E-05;-1,04454E-05
CH0287282476;VMOB;0;3,793E-07;0,000000705;2,757E-07;3,027E-07;3,436E-07;2,813E-07;8,221E-07;2,542E-07;2,821E-07;4,657E-07;3,277E-07;8,037E-07;3,014E-07;2,159E-07;2,874E-07;0,000000254;9,037E-07;2,989E-07;3,691E-07;4,53E-08;2,991E-07;0,00000063;3,159E-07;2,652E-07;1,557E-07;2,449E-07;8,247E-07;2,806E-07;4,512E-07;3,329E-07;3,503E-07;9,155E-07;1,609E-07;3,187E-07;3,707E-07;1,366E-07;8,858E-07;2,774E-07;1,772E-07;2,829E-07;2,101E-07;9,226E-07;2,659E-07;7,71E-08;1,915E-07;0,000000461;9,332E-07;5,536E-07;2,076E-07;1,458E-07;4,647E-07;9,622E-07;2,965E-07;6,57E-08;4,002E-07;3,383E-07;1,0245E-06;3,845E-07;5,47E-08;1,055E-07;2,9E-09;9,446E-07;5,785E-07;6,22E-08;1,525E-07;4,332E-07;1,0602E-06;4,368E-07;2,194E-07;2,959E-07;0,000001566;2,489E-07;3,836E-07;4,822E-07;9,602E-07;3,121E-07;3,287E-07;2,081E-07;3,957E-07;9,139E-07;0,000000241;-0,000000019;4,564E-07;8,696E-07;7,103E-07;4,885E-07;1,711E-07;1,4124E-06;3,353E-07;3,912E-07;3,077E-07;3,236E-07;9,998E-07;3,237E-07;-4,967E-07;5,171E-07;8,168E-07;7,294E-07;3,381E-07;1,376E-07;-0,000000202;7,474E-07;1,252E-07;-1,836E-07;-1,523E-07;5,956E-07;2,35E-08;7,706E-07;6,823E-07;7,988E-07;1,6531E-06;-2,042E-07;3,44E-08;6,551E-07;8,545E-07;1,0396E-06;5,283E-07;2,72E-08;1,901E-07;5,393E-07;1,2844E-06;3,775E-07;-3,118E-07;9,285E-07;3,394E-07;5,348E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,43754E-05;;;
CH0406990827;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CH0419042525;VMOB;0;2,48E-08;4,65E-08;1,81E-08;1,99E-08;2,26E-08;1,85E-08;5,41E-08;1,67E-08;1,86E-08;3,04E-08;0,000000022;5,42E-08;2,03E-08;1,46E-08;1,94E-08;1,72E-08;6,09E-08;2,01E-08;2,48E-08;3,2E-09;2,02E-08;4,24E-08;2,13E-08;1,79E-08;1,04E-08;1,61E-08;5,43E-08;1,89E-08;2,96E-08;2,19E-08;0,000000023;6,02E-08;1,07E-08;0,000000021;2,43E-08;9,1E-09;5,97E-08;1,85E-08;1,19E-08;1,88E-08;1,41E-08;6,16E-08;1,77E-08;5,3E-09;1,32E-08;3,05E-08;6,29E-08;3,71E-08;0,000000014;0,00000001;3,04E-08;6,48E-08;0,00000002;4,6E-09;2,63E-08;2,22E-08;6,74E-08;2,55E-08;3,9E-09;7,2E-09;4E-10;6,23E-08;3,79E-08;4,1E-09;1,05E-08;2,94E-08;6,99E-08;2,96E-08;1,47E-08;1,98E-08;1,043E-07;1,66E-08;2,49E-08;3,24E-08;6,47E-08;0,000000021;2,22E-08;1,38E-08;2,61E-08;6,03E-08;1,59E-08;-1,1E-09;0,000000031;5,95E-08;4,71E-08;3,25E-08;1,15E-08;9,41E-08;2,24E-08;0,000000026;2,11E-08;2,18E-08;6,73E-08;2,18E-08;-3,29E-08;3,49E-08;5,51E-08;4,89E-08;0,000000023;9,5E-09;-1,34E-08;0,000000051;8,7E-09;-1,22E-08;-0,00000001;4,03E-08;1,8E-09;5,16E-08;4,62E-08;5,25E-08;0,000000112;-1,35E-08;2,4E-09;4,44E-08;5,66E-08;6,93E-08;3,51E-08;0,000000002;1,28E-08;3,58E-08;8,54E-08;2,52E-08;-2,05E-08;6,22E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5758E-06;;;
DE000A0KAAA7;VMOB;0;1,3006E-06;3,9017E-06;1,3006E-06;1,3006E-06;1,3006E-06;1,3006E-06;3,8866E-06;1,3006E-06;1,3006E-06;1,2956E-06;1,2857E-06;3,8419E-06;1,2708E-06;1,2708E-06;1,2708E-06;1,2757E-06;3,8272E-06;1,2758E-06;1,2556E-06;1,2559E-06;1,2609E-06;3,8123E-06;1,5098E-06;1,2736E-06;1,9921E-06;1,4129E-06;5,1079E-06;1,6977E-06;1,6927E-06;1,6977E-06;1,6977E-06;5,0927E-06;1,6977E-06;1,6927E-06;1,6977E-06;1,6977E-06;4,9739E-06;1,6378E-06;1,6381E-06;1,6282E-06;1,6332E-06;4,8101E-06;1,6083E-06;1,6381E-06;1,6031E-06;1,6282E-06;0,000004959;1,6679E-06;1,6729E-06;1,6679E-06;1,6878E-06;5,2863E-06;1,7672E-06;1,7821E-06;0,000001792;0,000001792;5,4203E-06;1,8268E-06;1,8416E-06;1,8714E-06;1,8764E-06;5,7781E-06;0,000001931;1,9306E-06;1,9508E-06;1,9558E-06;0,000005793;1,9459E-06;1,8367E-06;1,8516E-06;9,2823E-06;1,8516E-06;1,8714E-06;1,8814E-06;5,6586E-06;1,8913E-06;1,8962E-06;1,9161E-06;0,000001926;5,7483E-06;1,9207E-06;1,9409E-06;1,9459E-06;0,000007863;1,9757E-06;1,9707E-06;1,9753E-06;7,9225E-06;1,9856E-06;1,9906E-06;2,0005E-06;2,0055E-06;6,0309E-06;2,0203E-06;2,0253E-06;4,0705E-06;6,1351E-06;2,0452E-06;0,00000207;2,0799E-06;2,0898E-06;8,3594E-06;2,0944E-06;2,0998E-06;2,1147E-06;6,2249E-06;2,0749E-06;2,0799E-06;2,1097E-06;2,0845E-06;6,2695E-06;2,0948E-06;2,0948E-06;2,0948E-06;2,1246E-06;6,3733E-06;2,1246E-06;2,1246E-06;2,1246E-06;2,1296E-06;6,3738E-06;2,1242E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000321019;;;
DE000A254MQ4;CRNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000A2SD6P3;CRNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000CB83CF0;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000CB83CF0;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1,0164E-06;1,0376E-06;1,7998E-06;5,2726E-06;1,7363E-06;1,7364E-06;1,7363E-06;1,7363E-06;5,1455E-06;1,7152E-06;1,7363E-06;0,000001694;1,7363E-06;5,2725E-06;1,7787E-06;1,7787E-06;1,7787E-06;1,7787E-06;5,5901E-06;1,7363E-06;1,7623E-06;1,7623E-06;1,7623E-06;5,2869E-06;1,8274E-06;1,7822E-06;0,000001826;0,000001826;5,6054E-06;1,8685E-06;1,8685E-06;2,3569E-06;2,3781E-06;7,0069E-06;2,3568E-06;2,2295E-06;2,2295E-06;1,12535E-05;2,2718E-06;2,3144E-06;2,3356E-06;7,0069E-06;2,3356E-06;2,3356E-06;2,3992E-06;2,4206E-06;0,000007198;2,4206E-06;2,4418E-06;2,4418E-06;0,000009852;2,4843E-06;0,000002463;2,4843E-06;9,9369E-06;2,4843E-06;2,4843E-06;2,5055E-06;2,5055E-06;7,5164E-06;2,5267E-06;2,5267E-06;5,0959E-06;7,6438E-06;0,000002548;2,5904E-06;2,5904E-06;2,6117E-06;1,03617E-05;2,6115E-06;2,6117E-06;2,6329E-06;7,7713E-06;2,5904E-06;2,6117E-06;2,6328E-06;2,6117E-06;7,7713E-06;2,5904E-06;2,5904E-06;2,6117E-06;2,6328E-06;7,8987E-06;2,6329E-06;2,6329E-06;2,6329E-06;2,6329E-06;7,8986E-06;2,6329E-06;2,6329E-06;2,6541E-06;2,6541E-06;8,0897E-06;2,5479E-06;2,5904E-06;2,5267E-06;0,000002548;7,7075E-06;5,1383E-06;2,5692E-06;2,5692E-06;7,6439E-06;2,4629E-06;2,4418E-06;2,3569E-06;2,3569E-06;7,2617E-06;2,3993E-06;0,000002378;0,000372697;;;
DE000DB5DCW6;VMOB;0;1,0655E-06;3,2377E-06;1,0656E-06;1,0655E-06;1,0656E-06;1,0656E-06;3,1968E-06;1,0655E-06;1,0656E-06;1,0656E-06;0,000001052;3,1557E-06;1,0519E-06;1,0383E-06;1,0382E-06;1,0519E-06;3,1558E-06;1,0519E-06;1,0246E-06;1,0382E-06;1,0382E-06;3,1148E-06;1,0382E-06;1,0519E-06;0,000001052;1,0519E-06;3,1558E-06;1,0519E-06;1,0519E-06;1,0519E-06;1,0519E-06;3,1558E-06;1,0519E-06;1,0519E-06;0,000001052;1,0519E-06;3,0737E-06;0,000001011;1,0109E-06;1,0109E-06;1,0109E-06;2,9918E-06;9,973E-07;1,0109E-06;9,973E-07;0,000001011;3,0737E-06;1,0382E-06;1,0383E-06;1,0382E-06;1,0382E-06;3,2787E-06;1,0929E-06;1,1065E-06;1,1065E-06;1,1065E-06;3,3607E-06;1,1202E-06;1,1339E-06;1,1476E-06;1,1612E-06;3,5655E-06;1,1886E-06;1,1885E-06;1,2158E-06;1,2158E-06;3,6066E-06;1,2158E-06;1,1339E-06;1,1475E-06;5,7377E-06;1,1476E-06;1,1612E-06;1,1749E-06;3,5246E-06;1,1748E-06;1,1749E-06;1,1885E-06;1,1885E-06;3,5656E-06;1,1885E-06;1,2022E-06;1,2023E-06;4,8633E-06;1,2296E-06;1,2295E-06;1,2295E-06;0,000004918;1,2295E-06;1,2295E-06;1,2432E-06;1,2431E-06;3,7295E-06;1,2569E-06;1,2568E-06;2,5136E-06;3,8115E-06;1,2705E-06;1,2841E-06;1,2978E-06;1,2979E-06;5,1912E-06;1,2979E-06;1,3115E-06;1,3115E-06;3,8935E-06;1,2978E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000180205;;;
DE000DB7XJC7;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000DB7XJC7;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2,95E-08;9,8E-09;9,8E-09;1,03E-08;1,03E-08;0,000000031;1,03E-08;1,03E-08;1,03E-08;4,13E-08;1,03E-08;1,03E-08;1,03E-08;4,13E-08;1,03E-08;1,03E-08;1,08E-08;1,08E-08;3,25E-08;1,08E-08;1,08E-08;2,16E-08;3,25E-08;1,08E-08;1,08E-08;1,08E-08;1,13E-08;4,52E-08;1,13E-08;1,13E-08;1,13E-08;3,39E-08;1,13E-08;1,13E-08;1,13E-08;1,82E-08;5,46E-08;1,82E-08;1,82E-08;1,82E-08;1,82E-08;5,46E-08;1,82E-08;1,82E-08;1,82E-08;1,82E-08;5,46E-08;1,82E-08;1,82E-08;1,82E-08;1,82E-08;0,000000057;1,74E-08;1,82E-08;1,74E-08;1,74E-08;5,23E-08;3,48E-08;1,74E-08;1,74E-08;5,23E-08;1,66E-08;1,66E-08;1,66E-08;1,66E-08;4,99E-08;1,66E-08;1,66E-08;1,4376E-06;;;
DE000DL19T18;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000DL19T18;VMOB;0;2,47E-08;0,000000074;2,47E-08;7,32E-08;7,48E-08;7,39E-08;0,000000222;7,39E-08;7,39E-08;0,000000073;7,29E-08;2,156E-07;7,17E-08;7,17E-08;7,17E-08;1,212E-07;2,642E-07;9,63E-08;9,53E-08;9,52E-08;9,53E-08;0,000000289;9,52E-08;9,64E-08;9,74E-08;9,73E-08;0,000000292;9,74E-08;9,73E-08;9,74E-08;9,73E-08;0,000000292;9,74E-08;9,73E-08;9,74E-08;9,73E-08;2,859E-07;9,33E-08;9,32E-08;9,33E-08;9,33E-08;2,766E-07;9,22E-08;9,33E-08;9,11E-08;9,33E-08;2,828E-07;9,52E-08;9,53E-08;9,52E-08;9,64E-08;3,012E-07;1,004E-07;1,015E-07;1,024E-07;1,025E-07;3,074E-07;1,034E-07;1,045E-07;1,056E-07;1,055E-07;3,259E-07;1,085E-07;1,087E-07;1,097E-07;1,096E-07;3,259E-07;1,097E-07;1,034E-07;1,035E-07;5,226E-07;1,034E-07;1,056E-07;1,056E-07;3,196E-07;1,066E-07;1,065E-07;1,087E-07;1,097E-07;3,257E-07;1,087E-07;1,097E-07;1,106E-07;4,468E-07;1,116E-07;1,117E-07;1,116E-07;4,509E-07;1,126E-07;1,128E-07;1,137E-07;1,138E-07;3,412E-07;1,147E-07;1,148E-07;2,315E-07;3,474E-07;1,158E-07;1,178E-07;1,179E-07;1,188E-07;4,755E-07;1,188E-07;1,199E-07;1,208E-07;3,566E-07;1,189E-07;1,188E-07;1,209E-07;1,189E-07;3,565E-07;1,199E-07;1,199E-07;1,198E-07;0,000000121;3,626E-07;0,000000121;1,209E-07;1,208E-07;1,209E-07;3,627E-07;1,208E-07;1,209E-07;1,219E-07;0,000000122;3,688E-07;1,168E-07;1,179E-07;1,158E-07;1,167E-07;3,504E-07;2,336E-07;1,168E-07;1,167E-07;3,504E-07;1,117E-07;1,116E-07;1,076E-07;1,075E-07;0,000000332;1,097E-07;1,085E-07;2,16486E-05;;;
DE000DL19TX8;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000DL19TX8;VMOB;0;1,46E-08;4,38E-08;1,46E-08;1,45E-08;1,46E-08;1,46E-08;4,37E-08;1,45E-08;1,46E-08;1,46E-08;1,45E-08;4,29E-08;1,43E-08;1,43E-08;1,43E-08;1,43E-08;4,29E-08;1,43E-08;1,43E-08;1,43E-08;1,43E-08;4,29E-08;1,43E-08;1,43E-08;1,46E-08;1,45E-08;4,38E-08;1,46E-08;1,46E-08;1,45E-08;1,46E-08;4,38E-08;1,46E-08;1,45E-08;1,46E-08;1,46E-08;0,000000042;0,000000014;0,000000014;0,000000014;0,000000014;4,11E-08;1,37E-08;0,000000014;1,37E-08;0,000000014;0,000000042;1,43E-08;4,2E-09;4,2E-09;4,2E-09;1,32E-08;4,5E-09;4,5E-09;4,5E-09;4,5E-09;1,37E-08;4,6E-09;4,6E-09;4,7E-09;4,7E-09;1,45E-08;4,8E-09;4,8E-09;4,9E-09;4,9E-09;1,45E-08;4,8E-09;4,6E-09;4,6E-09;2,33E-08;4,6E-09;4,6E-09;4,7E-09;1,42E-08;4,7E-09;4,7E-09;4,8E-09;4,8E-09;1,42E-08;4,8E-09;4,9E-09;4,8E-09;1,96E-08;4,9E-09;4,9E-09;4,9E-09;1,97E-08;0,000000005;0,000000005;0,000000005;0,000000005;0,000000015;5,1E-09;5,1E-09;1,02E-08;1,52E-08;5,1E-09;5,2E-09;5,2E-09;5,2E-09;0,000000021;5,2E-09;5,3E-09;5,3E-09;1,57E-08;5,2E-09;2,51E-08;2,55E-08;2,51E-08;7,53E-08;2,51E-08;2,51E-08;2,51E-08;2,55E-08;7,64E-08;2,55E-08;2,55E-08;2,55E-08;2,55E-08;7,64E-08;2,55E-08;2,55E-08;0,000000026;2,59E-08;7,57E-08;2,66E-08;2,47E-08;2,42E-08;2,47E-08;7,25E-08;5,08E-08;2,47E-08;2,47E-08;0,000000074;2,34E-08;2,34E-08;2,26E-08;2,26E-08;0,000000069;0,000000023;2,31E-08;2,6542E-06;;;
DE000DL19UQ0;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DE000DL19UQ0;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,692E-07;8,46E-08;8,46E-08;8,46E-08;8,46E-08;2,538E-07;8,46E-08;8,46E-08;8,46E-08;8,44E-08;2,531E-07;8,43E-08;8,44E-08;8,44E-08;8,44E-08;2,531E-07;4,871E-07;8,12E-08;2,841E-07;2,842E-07;8,392E-07;2,797E-07;4,884E-07;4,795E-07;0,000000484;1,4784E-06;4,973E-07;4,973E-07;4,973E-07;5,017E-07;1,5718E-06;5,238E-07;5,284E-07;5,328E-07;5,284E-07;1,5984E-06;5,328E-07;5,372E-07;0,000000546;5,506E-07;1,6916E-06;5,639E-07;5,639E-07;5,683E-07;5,683E-07;1,6915E-06;5,683E-07;5,328E-07;5,372E-07;2,7083E-06;5,417E-07;5,461E-07;5,506E-07;1,6517E-06;5,506E-07;5,549E-07;5,683E-07;5,683E-07;1,6916E-06;5,683E-07;5,728E-07;5,772E-07;2,3264E-06;5,816E-07;5,816E-07;5,816E-07;2,3442E-06;5,861E-07;5,861E-07;5,905E-07;5,905E-07;1,7849E-06;0,000000595;5,993E-07;1,1988E-06;1,8115E-06;6,038E-07;6,127E-07;6,172E-07;0,000000617;2,4686E-06;6,216E-07;6,216E-07;0,000000626;1,8513E-06;6,172E-07;6,216E-07;0,000000626;6,216E-07;1,8648E-06;6,215E-07;6,216E-07;6,216E-07;6,305E-07;1,8914E-06;6,305E-07;6,305E-07;6,303E-07;6,305E-07;1,8781E-06;0,000000626;6,305E-07;6,349E-07;6,349E-07;0,000001918;6,083E-07;6,127E-07;6,038E-07;6,083E-07;1,8248E-06;1,2165E-06;6,083E-07;6,083E-07;1,8248E-06;5,861E-07;5,816E-07;5,593E-07;5,594E-07;1,7183E-06;5,728E-07;5,683E-07;9,01506E-05;;;
FGES.EUR;TRES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FR0000009987;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FR0010327007;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FR0010327007;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0,000000082;2,459E-07;0,000000082;0,000000082;0,000000082;3,279E-07;0,000000082;0,000000082;0,000000082;3,279E-07;0,000000082;0,000000082;0,000000082;0,000000082;2,459E-07;0,000000082;0,000000082;1,639E-07;2,459E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;3,288E-07;8,22E-08;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;8,22E-08;8,22E-08;2,466E-07;1,644E-07;8,22E-08;8,22E-08;2,466E-07;8,22E-08;8,22E-08;6,85E-08;6,85E-08;2,466E-07;8,22E-08;8,22E-08;0,000007939;;;
FR0010611335;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FR0010941690;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
